fen	score_cp	wdl	decisive	mode	score_source
3r2k1/2r3n1/1s2p2p/1p2nspP/pP4p1/P1M1N1S1/K1R1SN2/2R5 b - - 11 56	-26	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2nspn/pP4p1/P1M1N1S1/K1R1SN2/2R5 w - - 0 57	-54	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2nspn/pP4S1/P1M1N3/K1R1SN2/2R5 b - - 0 57	-68	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2nsp1/pP4S1/P1M1N1n1/K1R1SN2/2R5 w - - 1 58	-71	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2nsp1/pP4S1/P1M1N1n1/K1R1SN2/4R3 b - - 2 58	-62	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2n1p1/pP4s1/P1M1N1n1/K1R1SN2/4R3 w - - 0 59	-152	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p2n1p1/pP4N1/P1M1N1n1/K1R1S3/4R3 b - - 0 59	-85	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p4p1/pP4n1/P1M1N1n1/K1R1S3/4R3 w - - 0 60	-84	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p4p1/pP4N1/P1M3n1/K1R1S3/4R3 b - - 0 60	-92	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p4p1/pP2n1N1/P1M5/K1R1S3/4R3 w - - 1 61	-92	0.5	0	normal	engine_search
3r2k1/2r5/1s2p2p/1p4p1/pP2n1N1/P1M5/1KR1S3/4R3 b - - 2 61	-87	0.5	0	normal	engine_search
3r2k1/2r5/1s2p3/1p4pp/pP2n1N1/P1M5/1KR1S3/4R3 w - - 0 62	-92	0.5	0	normal	engine_search
3r2k1/2r5/1s2p3/1p4pp/pP2n3/P1M1N3/1KR1S3/4R3 b - - 1 62	-99	0.5	0	normal	engine_search
3r2k1/2r5/1s2p3/1p5p/pP2n1p1/P1M1N3/1KR1S3/4R3 w - - 0 63	-99	0.5	0	normal	engine_search
3r2k1/2r5/1s2p3/1p5p/pP2n1p1/P1M1N3/1KR1S3/7R b - - 1 63	-96	0.5	0	normal	engine_search
3r2k1/7r/1s2p3/1p5p/pP2n1p1/P1M1N3/1KR1S3/7R w - - 2 64	-92	0.5	0	normal	engine_search
3r2k1/7r/1s2p3/1p5p/pP2n1pR/P1M1N3/1KR1S3/8 b - - 3 64	-92	0.5	0	normal	engine_search
3r2k1/7r/1s1np3/1p5p/pP4pR/P1M1N3/1KR1S3/8 w - - 4 65	-88	0.5	0	normal	engine_search
3r2k1/7r/1s1np3/1p5p/pP4pR/P1M1N3/1K2S3/2R5 b - - 5 65	-99	0.5	0	normal	engine_search
5rk1/7r/1s1np3/1p5p/pP4pR/P1M1N3/1K2S3/2R5 w - - 6 66	-140	0.5	0	normal	engine_search
5rk1/7r/1s1np3/1p5p/pP4pR/P1M1N3/1K2S3/3R4 b - - 7 66	-150	0.5	0	normal	engine_search
5rk1/2s4r/3np3/1p5p/pP4pR/P1M1N3/1K2S3/3R4 w - - 8 67	-117	0.5	0	normal	engine_search
5rk1/2s4r/3np3/1p5p/pP4pR/P3N3/1K1MS3/3R4 b - - 9 67	-121	0.5	0	normal	engine_search
6k1/2s4r/3npr2/1p5p/pP4pR/P3N3/1K1MS3/3R4 w - - 10 68	-111	0.5	0	normal	engine_search
6k1/2s4r/3npr2/1p5p/pP4pR/P3N3/1K1MS3/7R b - - 11 68	-149	0.5	0	normal	engine_search
6k1/2s4r/3npr2/1p5p/pP5R/P3N1m1/1K1MS3/7R w - - 0 69	-149	0.5	0	normal	engine_search
6k1/2s4r/3npr2/1p5R/pP6/P3N1m1/1K1MS3/7R b - - 0 69	-150	0.5	0	normal	engine_search
6k1/2s5/3npr2/1p5r/pP6/P3N1m1/1K1MS3/7R w - - 0 70	-135	0.5	0	normal	engine_search
6k1/2s5/3npr2/1p5R/pP6/P3N1m1/1K1MS3/8 b - - 0 70	-131	0.5	0	normal	engine_search
6k1/2s5/3np3/1p5R/pP6/P3N1m1/1K1MSr2/8 w - - 1 71	-118	0.5	0	normal	engine_search
6k1/2s5/3np3/1p5R/pP6/P3N1m1/1K1M1r2/3S4 b - - 2 71	-127	0.5	0	normal	engine_search
6k1/2s5/3np3/1p5R/pP3m2/P3N3/1K1M1r2/3S4 w - - 3 72	-138	0.5	0	normal	engine_search
6k1/2s5/3np3/1p5R/pP3m2/P7/1KNM1r2/3S4 b - - 4 72	-127	0.5	0	normal	engine_search
6k1/2s5/4p3/1p5R/pPn2m2/P7/1KNM1r2/3S4 w - - 5 73	-125	0.5	0	normal	engine_search
6k1/2s5/4p3/1p5R/pPn2m2/P7/2NM1r2/2KS4 b - - 6 73	-150	0.5	0	normal	engine_search
6k1/2s5/8/1p2p2R/pPn2m2/P7/2NM1r2/2KS4 w - - 0 74	-164	0.5	0	normal	engine_search
6k1/2s5/7R/1p2p3/pPn2m2/P7/2NM1r2/2KS4 b - - 1 74	-204	0.5	0	normal	engine_search
6k1/2s5/7R/1p2p3/pPn2m2/P4r2/2NM4/2KS4 w - - 2 75	-186	0.5	0	normal	engine_search
6k1/2s5/7R/1p2p3/pPn2m2/P4r2/2NMS3/2K5 b - - 3 75	-161	0.5	0	normal	engine_search
6k1/2s5/7R/1p2p3/pPn2m2/P5r1/2NMS3/2K5 w - - 4 76	-154	0.5	0	normal	engine_search
6k1/2s5/R7/1p2p3/pPn2m2/P5r1/2NMS3/2K5 b - - 5 76	-148	0.5	0	normal	engine_search
6k1/8/R2s4/1p2p3/pPn2m2/P5r1/2NMS3/2K5 w - - 6 77	-148	0.5	0	normal	engine_search
R5k1/8/3s4/1p2p3/pPn2m2/P5r1/2NMS3/2K5 b - - 7 77	-145	0.5	0	normal	engine_search
R7/5k2/3s4/1p2p3/pPn2m2/P5r1/2NMS3/2K5 w - - 8 78	-148	0.5	0	normal	engine_search
1R6/5k2/3s4/1p2p3/pPn2m2/P5r1/2NMS3/2K5 b - - 9 78	-149	0.5	0	normal	engine_search
1R6/5k2/3s4/1p6/pPn1pm2/P5r1/2NMS3/2K5 w - - 0 79	-144	0.5	0	normal	engine_search
8/5k2/3s4/1R6/pPn1pm2/P5r1/2NMS3/2K5 b - - 0 79	-144	0.5	0	normal	engine_search
8/5k2/3s4/1R6/pPn2m2/P3m1r1/2NMS3/2K5 w - - 0 80	-143	0.5	0	normal	engine_search
8/5k2/3s4/1R6/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 1 80	-143	0.5	0	normal	engine_search
8/8/3sk3/1R6/pPn2m2/P3m1r1/2N1S3/2K1M3 w - - 2 81	-145	0.5	0	normal	engine_search
1R6/8/3sk3/8/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 3 81	-148	0.5	0	normal	engine_search
1R6/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/2K1M3 w - - 4 82	-145	0.5	0	normal	engine_search
5R2/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 5 82	-143	0.5	0	normal	engine_search
5R2/8/8/3ks3/pPn2m2/P3m1r1/2N1S3/2K1M3 w - - 6 83	-141	0.5	0	normal	engine_search
3R4/8/8/3ks3/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 7 83	-145	0.5	0	normal	engine_search
3R4/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/2K1M3 w - - 8 84	-148	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 9 84	-144	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m3/2N1S3/2K1M1r1 w - - 10 85	-145	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m3/2N1S3/3KM1r1 b - - 11 85	-146	0.5	0	normal	engine_search
R7/8/3s4/3k4/pP3m2/P3m3/1nN1S3/3KM1r1 w - - 12 86	-147	0.5	0	normal	engine_search
R7/8/3s4/3k4/pP3m2/P3m3/1nN1S3/2K1M1r1 b - - 13 86	-144	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m3/2N1S3/2K1M1r1 w - - 14 87	-143	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m3/2N1S3/3KM1r1 b - - 15 87	-142	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/3KM3 w - - 16 88	-140	0.5	0	normal	engine_search
R7/8/3s4/3k4/pPn2m2/P3m1r1/2N1S3/2K1M3 b - - 17 88	-140	0.5	0	normal	engine_search
R7/8/1n1s4/3k4/pP3m2/P3m1r1/2N1S3/2K1M3 w - - 18 89	-142	0.5	0	normal	engine_search
5R2/8/1n1s4/3k4/pP3m2/P3m1r1/2N1S3/2K1M3 b - - 19 89	-142	0.5	0	normal	engine_search
5R2/8/1n6/3ks3/pP3m2/P3m1r1/2N1S3/2K1M3 w - - 20 90	-139	0.5	0	normal	engine_search
5R2/8/1n6/3ks3/pP3m2/P2Sm1r1/2N5/2K1M3 b - - 21 90	-141	0.5	0	normal	engine_search
5R2/8/1nk5/4s3/pP3m2/P2Sm1r1/2N5/2K1M3 w - - 22 91	-141	0.5	0	normal	engine_search
8/5R2/1nk5/4s3/pP3m2/P2Sm1r1/2N5/2K1M3 b - - 23 91	-143	0.5	0	normal	engine_search
8/5R2/1nk5/4s3/pP3m2/P2Sm3/2N5/2K1M1r1 w - - 24 92	-140	0.5	0	normal	engine_search
8/8/1nk5/4sR2/pP3m2/P2Sm3/2N5/2K1M1r1 b - - 25 92	-139	0.5	0	normal	engine_search
8/8/1nk5/4sR2/pP3m2/P2Sm3/2N5/2K1M2r w - - 26 93	-142	0.5	0	normal	engine_search
8/5R2/1nk5/4s3/pP3m2/P2Sm3/2N5/2K1M2r b - - 27 93	-139	0.5	0	normal	engine_search
8/5R2/1nk4r/4s3/pP3m2/P2Sm3/2N5/2K1M3 w - - 28 94	-139	0.5	0	normal	engine_search
8/5R2/1nk4r/4s3/pP3m2/P2Sm3/2N5/3KM3 b - - 29 94	-139	0.5	0	normal	engine_search
8/5R2/1nk5/4s3/pP3m2/P2Sm3/2N4r/3KM3 w - - 30 95	-139	0.5	0	normal	engine_search
8/6R1/1nk5/4s3/pP3m2/P2Sm3/2N4r/3KM3 b - - 31 95	-140	0.5	0	normal	engine_search
8/6R1/1n6/1k2s3/pP3m2/P2Sm3/2N4r/3KM3 w - - 32 96	-143	0.5	0	normal	engine_search
8/6R1/1n6/1k2s3/pP3m2/P2Sm3/2N4r/2K1M3 b - - 33 96	-144	0.5	0	normal	engine_search
8/6R1/1n1s4/1k6/pP3m2/P2Sm3/2N4r/2K1M3 w - - 34 97	-144	0.5	0	normal	engine_search
8/5R2/1n1s4/1k6/pP3m2/P2Sm3/2N4r/2K1M3 b - - 35 97	-144	0.5	0	normal	engine_search
8/5R2/1n6/1k1s4/pP3m2/P2Sm3/2N4r/2K1M3 w - - 36 98	-145	0.5	0	normal	engine_search
8/2R5/1n6/1k1s4/pP3m2/P2Sm3/2N4r/2K1M3 b - - 37 98	-136	0.5	0	normal	engine_search
8/2R5/1n6/1k1s4/pP3m2/P2Sm2r/2N5/2K1M3 w - - 38 99	-139	0.5	0	normal	engine_search
8/2R5/1n6/1k1s4/pP3m2/P2Sm2r/2N5/3KM3 b - - 39 99	-137	0.5	0	normal	engine_search
8/2R5/1ns5/1k6/pP3m2/P2Sm2r/2N5/3KM3 w - - 40 100	-137	0.5	0	normal	engine_search
8/5R2/1ns5/1k6/pP3m2/P2Sm2r/2N5/3KM3 b - - 41 100	-137	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP6/P2Sm2r/2N5/3KM3 w - - 42 101	-139	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP6/P2Sm2r/2NM4/3K4 b - - 43 101	-138	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP3m2/P2S3r/2NM4/3K4 w - - 44 102	-140	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP3m2/P2S3r/2NMK3/8 b - - 45 102	-137	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP3m2/P2S4/2NMK2r/8 w - - 46 103	-134	0.5	0	normal	engine_search
8/5R2/1ns5/1k2m3/pP3m2/P2S4/2NM3r/3K4 b - - 47 103	-137	0.5	0	normal	engine_search
8/5R2/1n6/1k1sm3/pP3m2/P2S4/2NM3r/3K4 w - - 48 104	-141	0.5	0	normal	engine_search
8/2R5/1n6/1k1sm3/pP3m2/P2S4/2NM3r/3K4 b - - 49 104	-139	0.5	0	normal	engine_search
8/2R5/1n6/1k1sm3/pP3m2/P2S3r/2NM4/3K4 w - - 50 105	-141	0.5	0	normal	engine_search
8/2R5/1n6/1k1sm3/pP3m2/P2S3r/2NMK3/8 b - - 51 105	-141	0.5	0	normal	engine_search
8/2R5/1n1m4/1k1s4/pP3m2/P2S3r/2NMK3/8 w - - 52 106	-140	0.5	0	normal	engine_search
8/6R1/1n1m4/1k1s4/pP3m2/P2S3r/2NMK3/8 b - - 53 106	-137	0.5	0	normal	engine_search
8/6R1/kn1m4/3s4/pP3m2/P2S3r/2NMK3/8 w - - 54 107	-138	0.5	0	normal	engine_search
8/8/kn1m2R1/3s4/pP3m2/P2S3r/2NMK3/8 b - - 55 107	-139	0.5	0	normal	engine_search
8/8/kn1m2R1/3s4/pP3m2/P2S4/2NMK2r/8 w - - 56 108	-139	0.5	0	normal	engine_search
8/8/kn1m2R1/3s4/pP3m2/P2S4/2NM3r/4K3 b - - 57 108	-152	0.5	0	normal	engine_search
8/8/kn4R1/3sm3/pP3m2/P2S4/2NM3r/4K3 w - - 58 109	-150	0.5	0	normal	engine_search
8/8/kn4R1/3sm3/pP3m2/P2S4/2NM3r/3K4 b - - 59 109	-162	0.5	0	normal	engine_search
8/8/1n4R1/1k1sm3/pP3m2/P2S4/2NM3r/3K4 w - - 60 110	-152	0.5	0	normal	engine_search
8/8/1n4R1/1k1sm3/pP3m2/P2S4/2N4r/2MK4 b - - 61 110	-161	0.5	0	normal	engine_search
8/8/1n4R1/1k1sm3/pP3m2/P2S3r/2N5/2MK4 w - - 62 111	-192	0.5	0	normal	engine_search
8/8/1n4R1/1k1sm3/pP3m2/P2S3r/2N1K3/2M5 b - - 63 111	-208	0.5	0	normal	engine_search
8/8/6R1/1k1sm3/pPn2m2/P2S3r/2N1K3/2M5 w - - 64 112	-200	0.5	0	normal	engine_search
6R1/8/8/1k1sm3/pPn2m2/P2S3r/2N1K3/2M5 b - - 65 112	-214	0.5	0	normal	engine_search
6R1/8/8/1k1sm3/pPn2m2/P2S4/2N1K2r/2M5 w - - 66 113	-162	0.5	0	normal	engine_search
6R1/8/8/1k1sm3/pPn2m2/P2S4/2N4r/2M2K2 b - - 67 113	-214	0.5	0	normal	engine_search
6R1/8/8/1k2m3/pPn1sm2/P2S4/2N4r/2M2K2 w - - 68 114	-202	0.5	0	normal	engine_search
6R1/8/8/1k2m3/pPS1sm2/P7/2N4r/2M2K2 b - - 0 114	-218	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk1sm2/P7/2N4r/2M2K2 w - - 0 115	-221	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk1sm2/P7/7r/2M1NK2 b - - 1 115	-220	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk1sm2/P7/8/2M1NK1r w - - 2 116	-221	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk1sm2/P7/4K3/2M1N2r b - - 3 116	-220	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P3s3/4K3/2M1N2r w - - 4 117	-222	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P3s3/8/2MKN2r b - - 5 117	-220	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P7/5s2/2MKN2r w - - 6 118	-219	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P7/3M1s2/3KN2r b - - 7 118	-219	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P7/3M4/3Ks2r w - - 0 119	-218	0.5	0	normal	engine_search
6R1/8/8/4m3/pPk2m2/P7/8/3KM2r b - - 0 119	-219	0.5	0	normal	engine_search
6R1/8/8/4m3/pP3m2/Pk6/8/3KM2r w - - 1 120	-219	0.5	0	normal	engine_search
6R1/8/8/1P2m3/p4m2/Pk6/8/3KM2r b - - 0 120	-218	0.5	0	normal	engine_search
6R1/8/8/1P2m3/p4m2/k7/8/3KM2r w - - 0 121	-216	0.5	0	normal	engine_search
6R1/8/1M6/4m3/p4m2/k7/8/3KM2r b - - 0 121	-216	0.5	0	normal	engine_search
6R1/8/1M6/8/p2m1m2/k7/8/3KM2r w - - 1 122	-216	0.5	0	normal	engine_search
6R1/8/1M6/8/p2m1m2/k7/4K3/4M2r b - - 2 122	-215	0.5	0	normal	engine_search
6R1/8/1M6/8/p2m1m2/8/k3K3/4M2r w - - 3 123	-216	0.5	0	normal	engine_search
3R4/8/1M6/8/p2m1m2/8/k3K3/4M2r b - - 4 123	-215	0.5	0	normal	engine_search
3R4/8/1M6/4m3/p2m4/8/k3K3/4M2r w - - 5 124	-214	0.5	0	normal	engine_search
3R4/2M5/8/4m3/p2m4/8/k3K3/4M2r b - - 6 124	-214	0.5	0	normal	engine_search
3R4/2M5/8/4m3/3m4/m7/k3K3/4M2r w - - 0 125	-213	0.5	0	normal	engine_search
3R4/8/3M4/4m3/3m4/m7/k3K3/4M2r b - - 1 125	-213	0.5	0	normal	engine_search
3R4/8/3m4/8/3m4/m7/k3K3/4M2r w - - 0 126	-213	0.5	0	normal	engine_search
8/8/3R4/8/3m4/m7/k3K3/4M2r b - - 0 126	-213	0.5	0	normal	engine_search
8/8/3R4/8/3m3r/m7/k3K3/4M3 w - - 1 127	-214	0.5	0	normal	engine_search
3R4/8/8/8/3m3r/m7/k3K3/4M3 b - - 2 127	-213	0.5	0	normal	engine_search
3R4/8/8/8/3m3r/m7/4K3/1k2M3 w - - 3 128	-213	0.5	0	normal	engine_search
3R4/8/8/8/3m3r/m2K4/8/1k2M3 b - - 4 128	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/7r/m2K4/8/1k2M3 w - - 5 129	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/7r/m2K4/3M4/1k6 b - - 6 129	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/1m5r/3K4/3M4/1k6 w - - 7 130	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/1m5r/3KM3/8/1k6 b - - 8 130	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/1m6/3KM3/8/1k5r w - - 9 131	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/1m6/4M3/4K3/1k5r b - - 10 131	-213	0.5	0	normal	engine_search
3R4/8/8/2m5/1m6/4M3/2k1K3/7r w - - 11 132	-214	0.5	0	normal	engine_search
3R4/8/8/2m5/1m6/8/2kMK3/7r b - - 12 132	-214	0.5	0	normal	engine_search
3R4/8/8/2m5/8/2m5/2kMK3/7r w - - 13 133	-216	0.5	0	normal	engine_search
3R4/8/8/2m5/8/2m1M3/2k1K3/7r b - - 14 133	-214	0.5	0	normal	engine_search
3R4/8/8/2m5/8/1km1M3/4K3/7r w - - 15 134	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/8/1km1M3/4K3/7r b - - 16 134	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/2k5/2m1M3/4K3/7r w - - 17 135	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/2k5/2m1MK2/8/7r b - - 18 135	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/2k5/2m1MK2/8/1r6 w - - 19 136	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/2k1K3/2m1M3/8/1r6 b - - 20 136	-216	0.5	0	normal	engine_search
2R5/8/8/2m5/2k1K3/2m1M3/8/5r2 w - - 21 137	-216	0.5	0	normal	engine_search
2R5/8/8/2m1K3/2k5/2m1M3/8/5r2 b - - 22 137	-216	0.5	0	normal	engine_search
2R5/8/8/2m1K3/8/2mkM3/8/5r2 w - - 23 138	-216	0.5	0	normal	engine_search
8/8/8/2R1K3/8/2mkM3/8/5r2 b - - 0 138	-216	0.5	0	normal	engine_search
8/8/8/2R1K3/8/2mkMr2/8/8 w - - 1 139	-216	0.5	0	normal	engine_search
8/8/8/3RK3/8/2mkMr2/8/8 b - - 2 139	-215	0.5	0	normal	engine_search
8/8/8/3RK3/8/2m1kr2/8/8 w - - 0 140	-214	0.5	0	normal	engine_search
8/8/8/4K3/8/2m1kr2/8/3R4 b - - 1 140	-214	0.5	0	normal	engine_search
5r2/8/8/4K3/8/2m1k3/8/3R4 w - - 2 141	-214	0.5	0	normal	engine_search
5r2/8/8/4K3/8/2m1k3/8/1R6 b - - 3 141	-214	0.5	0	normal	engine_search
5r2/8/8/4K3/3m4/4k3/8/1R6 w - - 4 142	-216	0.5	0	normal	engine_search
5r2/8/8/3K4/3m4/4k3/8/1R6 b - - 5 142	-216	0.5	0	normal	engine_search
8/8/8/3K1r2/3m4/4k3/8/1R6 w - - 6 143	-216	0.5	0	normal	engine_search
8/8/4K3/5r2/3m4/4k3/8/1R6 b - - 7 143	-216	0.5	0	normal	engine_search
8/8/4K3/8/3m4/4k3/5r2/1R6 w - - 8 144	-216	0.5	0	normal	engine_search
8/8/8/3K4/3m4/4k3/5r2/1R6 b - - 9 144	-216	0.5	0	normal	engine_search
8/8/8/3K1r2/3m4/4k3/8/1R6 w - - 10 145	-216	0.5	0	normal	engine_search
8/8/2K5/5r2/3m4/4k3/8/1R6 b - - 11 145	-217	0.5	0	normal	engine_search
8/8/2K5/5r2/3mk3/8/8/1R6 w - - 12 146	-216	0.5	0	normal	engine_search
1R6/8/2K5/5r2/3mk3/8/8/8 b - - 13 146	-216	0.5	0	normal	engine_search
1R6/8/2K2r2/8/3mk3/8/8/8 w - - 14 147	-217	0.5	0	normal	engine_search
1R6/2K5/5r2/8/3mk3/8/8/8 b - - 15 147	-217	0.5	0	normal	engine_search
1R6/2K5/5r2/2m5/4k3/8/8/8 w - - 16 148	-215	0.5	0	normal	engine_search
6R1/2K5/5r2/2m5/4k3/8/8/8 b - - 17 148	-217	0.5	0	normal	engine_search
6R1/2K5/5r2/8/3mk3/8/8/8 w - - 18 149	-217	0.5	0	normal	engine_search
6R1/1K6/5r2/8/3mk3/8/8/8 b - - 19 149	-217	0.5	0	normal	engine_search
6R1/1K6/5r2/4m3/4k3/8/8/8 w - - 20 150	-216	0.5	0	normal	engine_search
3R4/1K6/5r2/4m3/4k3/8/8/8 b - - 21 150	-214	0.5	0	normal	engine_search
3R4/1K6/3m1r2/8/4k3/8/8/8 w - - 22 151	-214	0.5	0	normal	engine_search
4R3/1K6/3m1r2/8/4k3/8/8/8 b - - 23 151	-215	0.5	0	normal	engine_search
4R3/1K6/3m1r2/3k4/8/8/8/8 w - - 24 152	-216	0.5	0	normal	engine_search
6R1/1K6/3m1r2/3k4/8/8/8/8 b - - 25 152	-217	0.5	0	normal	engine_search
6R1/1K6/3m4/3k4/8/8/8/5r2 w - - 26 153	-216	0.5	0	normal	engine_search
2K3R1/8/3m4/3k4/8/8/8/5r2 b - - 27 153	-215	0.5	0	normal	engine_search
2K3R1/8/3mk3/8/8/8/8/5r2 w - - 28 154	-216	0.5	0	normal	engine_search
2K5/8/3mk1R1/8/8/8/8/5r2 b - - 29 154	-216	0.5	0	normal	engine_search
2K5/4k3/3m2R1/8/8/8/8/5r2 w - - 30 155	-216	0.5	0	normal	engine_search
2K5/4k1R1/3m4/8/8/8/8/5r2 b - - 31 155	-215	0.5	0	normal	engine_search
2K5/6R1/3m1k2/8/8/8/8/5r2 w - - 32 156	-216	0.5	0	normal	engine_search
2K5/7R/3m1k2/8/8/8/8/5r2 b - - 33 156	-215	0.5	0	normal	engine_search
2K5/4m2R/5k2/8/8/8/8/5r2 w - - 34 157	-215	0.5	0	normal	engine_search
8/3Km2R/5k2/8/8/8/8/5r2 b - - 35 157	-214	0.5	0	normal	engine_search
8/3Km2R/5k2/8/8/8/8/3r4 w - - 36 158	-214	0.5	0	normal	engine_search
8/4m2R/2K2k2/8/8/8/8/3r4 b - - 37 158	-213	0.5	0	normal	engine_search
8/4m2R/2K1k3/8/8/8/8/3r4 w - - 38 159	-213	0.5	0	normal	engine_search
8/4m3/2K1k2R/8/8/8/8/3r4 b - - 39 159	-213	0.5	0	normal	engine_search
8/8/2K1km1R/8/8/8/8/3r4 w - - 40 160	-213	0.5	0	normal	engine_search
8/8/4km1R/2K5/8/8/8/3r4 b - - 41 160	-213	0.5	0	normal	engine_search
8/8/4km1R/2K5/8/8/8/r7 w - - 42 161	-213	0.5	0	normal	engine_search
8/8/4km1R/8/3K4/8/8/r7 b - - 43 161	-213	0.5	0	normal	engine_search
8/8/4km1R/8/3K4/8/8/1r6 w - - 44 162	-213	0.5	0	normal	engine_search
8/8/4km1R/8/4K3/8/8/1r6 b - - 45 162	-214	0.5	0	normal	engine_search
8/8/4km1R/8/4K3/8/8/3r4 w - - 46 163	-214	0.5	0	normal	engine_search
7R/8/4km2/8/4K3/8/8/3r4 b - - 47 163	-214	0.5	0	normal	engine_search
7R/8/4km2/8/4K3/8/8/4r3 w - - 48 164	-216	0.5	0	normal	engine_search
7R/8/4km2/8/8/3K4/8/4r3 b - - 49 164	-216	0.5	0	normal	engine_search
7R/8/4k3/4m3/8/3K4/8/4r3 w - - 50 165	-217	0.5	0	normal	engine_search
1R6/8/4k3/4m3/8/3K4/8/4r3 b - - 51 165	-216	0.5	0	normal	engine_search
1R6/8/8/3km3/8/3K4/8/4r3 w - - 52 166	-217	0.5	0	normal	engine_search
8/8/8/1R1km3/8/3K4/8/4r3 b - - 53 166	-216	0.5	0	normal	engine_search
8/8/3k4/1R2m3/8/3K4/8/4r3 w - - 54 167	-216	0.5	0	normal	engine_search
8/8/3k4/4m3/1R6/3K4/8/4r3 b - - 55 167	-216	0.5	0	normal	engine_search
8/8/3k4/4m3/1R6/3K4/8/7r w - - 56 168	-216	0.5	0	normal	engine_search
1R6/8/3k4/4m3/8/3K4/8/7r b - - 57 168	-216	0.5	0	normal	engine_search
1R6/8/8/2k1m3/8/3K4/8/7r w - - 58 169	-217	0.5	0	normal	engine_search
1R6/8/8/2k1m3/4K3/8/8/7r b - - 59 169	-217	0.5	0	normal	engine_search
1R6/8/8/2k1m3/4K3/8/8/4r3 w - - 60 170	-218	0.5	0	normal	engine_search
1R6/8/8/2k1m3/8/3K4/8/4r3 b - - 61 170	-218	0.5	0	normal	engine_search
1R6/8/3m4/2k5/8/3K4/8/4r3 w - - 62 171	-213	0.5	0	normal	engine_search
1R6/8/3m4/2k5/8/8/3K4/4r3 b - - 63 171	-215	0.5	0	normal	engine_search
1R6/8/3m4/2k5/4r3/8/3K4/8 w - - 64 172	-215	0.5	0	normal	engine_search
R7/8/3m4/2k5/4r3/8/3K4/8 b - - 65 172	-213	0.5	0	normal	engine_search
R7/8/3m4/3k4/4r3/8/3K4/8 w - - 66 173	-213	0.5	0	normal	engine_search
3R4/8/3m4/3k4/4r3/8/3K4/8 b - - 67 173	-213	0.5	0	normal	engine_search
3R4/4r3/3m4/3k4/8/8/3K4/8 w - - 68 174	-214	0.5	0	normal	engine_search
3R4/4r3/3m4/3k4/8/3K4/8/8 b - - 69 174	-214	0.5	0	normal	engine_search
3R4/1r6/3m4/3k4/8/3K4/8/8 w - - 70 175	-215	0.5	0	normal	engine_search
3R4/1r6/3m4/3k4/8/4K3/8/8 b - - 71 175	-215	0.5	0	normal	engine_search
