fen	score_cp	wdl	decisive	mode	score_source
3rk2r/3n4/ppnss2p/4mp2/1PP1P3/3SMS1P/3NN3/2R1K1R1 w - - 1 22	0	0.5	0	depth_handicap	engine_search
3rk2r/3n4/ppnss2p/4mp2/1PP1P3/3SMS1P/3NN3/1R2K1R1 b - - 2 22	0	0.5	0	depth_handicap	engine_search
3rk2r/3n4/1pnss2p/p3mp2/1PP1P3/3SMS1P/3NN3/1R2K1R1 w - - 0 23	0	0.5	0	depth_handicap	engine_search
3rk2r/3n4/1pnss2p/p3mP2/1PP5/3SMS1P/3NN3/1R2K1R1 b - - 0 23	0	0.5	0	depth_handicap	engine_search
3rk2r/3n4/1pns3p/p3ms2/1PP5/3SMS1P/3NN3/1R2K1R1 w - - 0 24	0	0.5	0	depth_handicap	engine_search
3rk2r/3n4/1pns3p/P3ms2/2P5/3SMS1P/3NN3/1R2K1R1 b - - 0 24	0	0.5	0	depth_handicap	engine_search
3rk2r/8/1pns3p/P1n1ms2/2P5/3SMS1P/3NN3/1R2K1R1 w - - 1 25	0	0.5	0	depth_handicap	engine_search
3rk2r/8/1pns3p/P1n1ms2/2P1S3/4MS1P/3NN3/1R2K1R1 b - - 2 25	0	0.5	0	depth_handicap	engine_search
3rk2r/8/1pns3p/P1n1m3/2P1s3/4MS1P/3NN3/1R2K1R1 w - - 0 26	0	0.5	0	depth_handicap	engine_search
3rk2r/8/1pns3p/P1n1m3/2P1S3/4M2P/3NN3/1R2K1R1 b - - 0 26	0	0.5	0	depth_handicap	engine_search
3rk2r/8/2ns3p/p1n1m3/2P1S3/4M2P/3NN3/1R2K1R1 w - - 0 27	0	0.5	0	depth_handicap	engine_search
3rk2r/8/2ns3p/p1n1m3/2P1S3/2N1M2P/3N4/1R2K1R1 b - - 1 27	0	0.5	0	depth_handicap	engine_search
3rk2r/8/2ns3p/2n1m3/p1P1S3/2N1M2P/3N4/1R2K1R1 w - - 0 28	0	0.5	0	depth_handicap	engine_search
3rk2r/8/1Rns3p/2n1m3/p1P1S3/2N1M2P/3N4/4K1R1 b - - 1 28	0	0.5	0	depth_handicap	engine_search
r3k2r/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/R2K3R w - - 0 9	3	1.0	1	depth_handicap	engine_search
r3k2r/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/R2KR3 b - - 1 9	3	1.0	1	depth_handicap	engine_search
r3kr2/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/R2KR3 w - - 2 10	6	1.0	1	depth_handicap	engine_search
r3kr2/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/2RKR3 b - - 3 10	2	1.0	1	depth_handicap	engine_search
3rkr2/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/2RKR3 w - - 4 11	-1	1.0	1	depth_handicap	engine_search
3rkr2/2snns2/pppm1ppp/3pp3/3PP3/PPPSMPPP/3NNS2/2RKR3 b - - 5 11	-1	1.0	1	depth_handicap	engine_search
3rkr2/2snn3/pppmsppp/3pp3/3PP3/PPPSMPPP/3NNS2/2RKR3 w - - 6 12	0	1.0	1	depth_handicap	engine_search
3rkr2/2snn3/pppmsppp/3pp3/3PPP2/PPPSM1PP/3NNS2/2RKR3 b - - 0 12	0	1.0	1	depth_handicap	engine_search
3rkr2/2snn3/pp1msppp/2ppp3/3PPP2/PPPSM1PP/3NNS2/2RKR3 w - - 0 13	8	1.0	1	depth_handicap	engine_search
3rkr2/2snn3/pp1msppp/2pPp3/3P1P2/PPPSM1PP/3NNS2/2RKR3 b - - 0 13	8	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2pnp3/3P1P2/PPPSM1PP/3NNS2/2RKR3 w - - 0 14	87	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2pnp3/2PP1P2/PP1SM1PP/3NNS2/2RKR3 b - - 0 14	87	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2p1p3/2PP1P2/PP1Sn1PP/3NNS2/2RKR3 w - - 0 15	125	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2p1p3/2PP1P2/PP1SS1PP/3NN3/2RKR3 b - - 0 15	125	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2p5/2Pp1P2/PP1SS1PP/3NN3/2RKR3 w - - 0 16	155	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/2p5/2PS1P2/PP1S2PP/3NN3/2RKR3 b - - 0 16	155	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/8/2Pp1P2/PP1S2PP/3NN3/2RKR3 w - - 0 17	150	1.0	1	depth_handicap	engine_search
3rkr2/2sn4/pp1msppp/8/2PN1P2/PP1S2PP/3N4/2RKR3 b - - 0 17	150	1.0	1	depth_handicap	engine_search
3rkr2/2s5/pp1msppp/2n5/2PN1P2/PP1S2PP/3N4/2RKR3 w - - 1 18	150	1.0	1	depth_handicap	engine_search
3rkr2/2s5/pp1mRppp/2n5/2PN1P2/PP1S2PP/3N4/2RK4 b - - 0 18	150	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp1mRppp/2n5/2PN1P2/PP1S2PP/3N4/2RK4 w - - 1 19	149	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp1m1ppp/2n5/2PN1P2/PP1SR1PP/3N4/2RK4 b - - 2 19	149	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp1m1ppp/8/2PN1P2/PP1nR1PP/3N4/2RK4 w - - 0 20	151	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp1m1ppp/8/2PN1P2/PP1R2PP/3N4/2RK4 b - - 0 20	151	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp3ppp/2m5/2PN1P2/PP1R2PP/3N4/2RK4 w - - 1 21	152	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp3ppp/2m5/2PN1P2/PP1R1NPP/8/2RK4 b - - 2 21	152	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp3ppp/8/2Pm1P2/PP1R1NPP/8/2RK4 w - - 0 22	152	1.0	1	depth_handicap	engine_search
3r1r2/2s2k2/pp3ppp/8/2PN1P2/PP1R2PP/8/2RK4 b - - 0 22	152	1.0	1	depth_handicap	engine_search
3r1r2/5k2/pps2ppp/8/2PN1P2/PP1R2PP/8/2RK4 w - - 1 23	153	1.0	1	depth_handicap	engine_search
3r1r2/5k2/pps2ppp/8/2PN1P2/PPRR2PP/8/3K4 b - - 2 23	152	1.0	1	depth_handicap	engine_search
3r1r2/5k2/pp3ppp/2s5/2PN1P2/PPRR2PP/8/3K4 w - - 3 24	153	1.0	1	depth_handicap	engine_search
3r1r2/5k2/pp3ppp/2s5/2P2P2/PPRR2PP/2N5/3K4 b - - 4 24	153	1.0	1	depth_handicap	engine_search
5r2/5k2/pp3ppp/2s5/2P2P2/PPRr2PP/2N5/3K4 w - - 0 25	158	1.0	1	depth_handicap	engine_search
5r2/5k2/pp3ppp/2s5/2P2P2/PP1R2PP/2N5/3K4 b - - 0 25	158	1.0	1	depth_handicap	engine_search
5r2/8/pp2kppp/2s5/2P2P2/PP1R2PP/2N5/3K4 w - - 1 26	157	1.0	1	depth_handicap	engine_search
5r2/8/pp2kppp/2s5/2P2P2/PP1RN1PP/8/3K4 b - - 2 26	159	1.0	1	depth_handicap	engine_search
5r2/8/p3kppp/1ps5/2P2P2/PP1RN1PP/8/3K4 w - - 0 27	164	1.0	1	depth_handicap	engine_search
5r2/8/p3kppp/1Ps5/5P2/PP1RN1PP/8/3K4 b - - 0 27	164	1.0	1	depth_handicap	engine_search
5r2/8/4kppp/1ps5/5P2/PP1RN1PP/8/3K4 w - - 0 28	187	1.0	1	depth_handicap	engine_search
5r2/8/4kppp/1psR4/5P2/PP2N1PP/8/3K4 b - - 1 28	187	1.0	1	depth_handicap	engine_search
2r5/8/4kppp/1psR4/5P2/PP2N1PP/8/3K4 w - - 2 29	191	1.0	1	depth_handicap	engine_search
2r5/8/4kppp/1psR4/5PP1/PP2N2P/8/3K4 b - - 0 29	191	1.0	1	depth_handicap	engine_search
2r5/8/4kp1p/1psR2p1/5PP1/PP2N2P/8/3K4 w - - 0 30	202	1.0	1	depth_handicap	engine_search
2r5/8/4kp1p/1psR1Pp1/6P1/PP2N2P/8/3K4 b - - 0 30	202	1.0	1	depth_handicap	engine_search
2r5/5k2/5p1p/1psR1Pp1/6P1/PP2N2P/8/3K4 w - - 1 31	239	1.0	1	depth_handicap	engine_search
2r5/5k2/5p1p/1psR1Pp1/6P1/PP5P/8/3K1N2 b - - 2 31	239	1.0	1	depth_handicap	engine_search
2r5/5k2/5p1p/2sR1Pp1/1p4P1/PP5P/8/3K1N2 w - - 0 32	240	1.0	1	depth_handicap	engine_search
2r5/5k2/5p1p/2sR1Pp1/Pp4P1/1P5P/8/3K1N2 b - - 0 32	240	1.0	1	depth_handicap	engine_search
2r5/4k3/5p1p/2sR1Pp1/Pp4P1/1P5P/8/3K1N2 w - - 1 33	239	1.0	1	depth_handicap	engine_search
2r5/4k3/5p1p/2sR1Pp1/Pp4P1/1P5P/3N4/3K4 b - - 2 33	239	1.0	1	depth_handicap	engine_search
2r5/4k3/3s1p1p/3R1Pp1/Pp4P1/1P5P/3N4/3K4 w - - 3 34	268	1.0	1	depth_handicap	engine_search
2r5/4k3/3s1p1p/1R3Pp1/Pp4P1/1P5P/3N4/3K4 b - - 4 34	268	1.0	1	depth_handicap	engine_search
8/2r1k3/3s1p1p/1R3Pp1/Pp4P1/1P5P/3N4/3K4 w - - 5 35	311	1.0	1	depth_handicap	engine_search
8/2r1k3/3s1p1p/5Pp1/PR4P1/1P5P/3N4/3K4 b - - 0 35	309	1.0	1	depth_handicap	engine_search
8/r3k3/3s1p1p/5Pp1/PR4P1/1P5P/3N4/3K4 w - - 1 36	326	1.0	1	depth_handicap	engine_search
8/r3k3/3s1p1p/1R3Pp1/P5P1/1P5P/3N4/3K4 b - - 2 36	227	1.0	1	depth_handicap	engine_search
8/2r1k3/3s1p1p/1R3Pp1/P5P1/1P5P/3N4/3K4 w - - 3 37	362	1.0	1	depth_handicap	engine_search
8/2r1k3/3s1p1p/PR3Pp1/6P1/1P5P/3N4/3K4 b - - 0 37	362	1.0	1	depth_handicap	engine_search
8/r3k3/3s1p1p/PR3Pp1/6P1/1P5P/3N4/3K4 w - - 1 38	389	1.0	1	depth_handicap	engine_search
8/r3k3/3s1p1p/PR3Pp1/1P4P1/7P/3N4/3K4 b - - 0 38	389	1.0	1	depth_handicap	engine_search
r7/4k3/3s1p1p/PR3Pp1/1P4P1/7P/3N4/3K4 w - - 1 39	430	1.0	1	depth_handicap	engine_search
r7/4k3/1R1s1p1p/P4Pp1/1P4P1/7P/3N4/3K4 b - - 2 39	430	1.0	1	depth_handicap	engine_search
r7/4k3/1R1s1p2/P4Ppp/1P4P1/7P/3N4/3K4 w - - 0 40	580	1.0	1	depth_handicap	engine_search
r7/4k3/1R1s1p2/P4PpP/1P6/7P/3N4/3K4 b - - 0 40	408	1.0	1	depth_handicap	engine_search
3r4/4k3/1R1s1p2/P4PpP/1P6/7P/3N4/3K4 w - - 1 41	582	1.0	1	depth_handicap	engine_search
3r4/4k3/1R1s1p1M/P4Pp1/1P6/7P/3N4/3K4 b - - 0 41	582	1.0	1	depth_handicap	engine_search
3r4/4k3/1R3p1M/P3sPp1/1P6/7P/3N4/3K4 w - - 1 42	666	1.0	1	depth_handicap	engine_search
3r4/4k3/4Rp1M/P3sPp1/1P6/7P/3N4/3K4 b - - 2 42	666	1.0	1	depth_handicap	engine_search
3r1k2/8/4Rp1M/P3sPp1/1P6/7P/3N4/3K4 w - - 3 43	731	1.0	1	depth_handicap	engine_search
r3k1nr/2snms2/pppp3p/4pP2/3P1p2/PPP1M1PP/2S1N3/RN1K1S1R w - - 0 9	14	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/pppp3p/4pP2/3P1P2/PPP1M2P/2S1N3/RN1K1S1R b - - 0 9	14	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/pppp3p/5P2/3p1P2/PPP1M2P/2S1N3/RN1K1S1R w - - 0 10	4	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/pppp3p/5P2/3N1P2/PPP1M2P/2S5/RN1K1S1R b - - 0 10	4	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/ppp4p/3p1P2/3N1P2/PPP1M2P/2S5/RN1K1S1R w - - 0 11	9	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/ppp4p/3p1P2/2PN1P2/PP2M2P/2S5/RN1K1S1R b - - 0 11	9	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/ppp4p/5P2/2pN1P2/PP2M2P/2S5/RN1K1S1R w - - 0 12	6	0.5	0	depth_handicap	engine_search
r3k1nr/2snms2/ppp4p/5P2/2PN1P2/P3M2P/2S5/RN1K1S1R b - - 0 12	6	0.5	0	depth_handicap	engine_search
r3k1nr/2sn1s2/pppm3p/5P2/2PN1P2/P3M2P/2S5/RN1K1S1R w - - 1 13	9	0.5	0	depth_handicap	engine_search
r3k1nr/2sn1s2/pppm3p/5P2/2PN1P2/P3M2P/2S1S3/RN1K3R b - - 2 13	9	0.5	0	depth_handicap	engine_search
r3k2r/2snns2/pppm3p/5P2/2PN1P2/P3M2P/2S1S3/RN1K3R w - - 3 14	11	0.5	0	depth_handicap	engine_search
r3k2r/2snns2/pppm3p/5P2/2PN1P2/P3M2P/2SNS3/R2K3R b - - 4 14	11	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppm1s1p/5P2/2PN1P2/P3M2P/2SNS3/R2K3R w - - 5 15	3	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppm1s1p/5P2/2PN1P2/P3MS1P/2SN4/R2K3R b - - 6 15	3	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/ppp2s1p/2m2P2/2PN1P2/P3MS1P/2SN4/R2K3R w - - 7 16	0	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/ppp2s1p/2m2P2/2P2P2/PN2MS1P/2SN4/R2K3R b - - 8 16	0	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/ppp4p/2m2s2/2P2P2/PN2MS1P/2SN4/R2K3R w - - 0 17	5	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/ppp4p/2m2s2/2P2P2/PN2MS1P/2SN4/R2K2R1 b - - 1 17	2	0.5	0	depth_handicap	engine_search
r3kr2/2snn3/ppp4p/2m2s2/2P2P2/PN2MS1P/2SN4/R2K2R1 w - - 2 18	2	0.5	0	depth_handicap	engine_search
r3kr2/2snn3/ppp4p/2m2s2/P1P2P2/1N2MS1P/2SN4/R2K2R1 b - - 0 18	2	0.5	0	depth_handicap	engine_search
r3kr2/2snn3/1pp4p/p1m2s2/P1P2P2/1N2MS1P/2SN4/R2K2R1 w - - 0 19	4	0.5	0	depth_handicap	engine_search
r3kr2/2snn3/1pp4p/p1m2s2/P1P2P2/1N1SMS1P/3N4/R2K2R1 b - - 1 19	4	0.5	0	depth_handicap	engine_search
3rkr2/2snn3/1pp4p/p1m2s2/P1P2P2/1N1SMS1P/3N4/R2K2R1 w - - 2 20	6	0.5	0	depth_handicap	engine_search
3rkr2/2snn3/1pp4p/p1m2s2/P1P1SP2/1N2MS1P/3N4/R2K2R1 b - - 3 20	6	0.5	0	depth_handicap	engine_search
3rkr2/3nn3/1pps3p/p1m2s2/P1P1SP2/1N2MS1P/3N4/R2K2R1 w - - 4 21	12	0.5	0	depth_handicap	engine_search
3rkr2/3nn3/1pps3p/p1m2s2/P1P1SP2/1N2MS1P/3N4/2RK2R1 b - - 5 21	12	0.5	0	depth_handicap	engine_search
3rkr2/3nn3/1pps3p/p1m5/P1P1sP2/1N2MS1P/3N4/2RK2R1 w - - 0 22	15	0.5	0	depth_handicap	engine_search
3rkr2/3nn3/1pps3p/p1m5/P1P1SP2/1N2M2P/3N4/2RK2R1 b - - 0 22	15	0.5	0	depth_handicap	engine_search
3rkr2/4n3/1pps1n1p/p1m5/P1P1SP2/1N2M2P/3N4/2RK2R1 w - - 1 23	23	0.5	0	depth_handicap	engine_search
3rkr2/4n3/1pps1n1p/p1m5/P1P1SP2/1N2M2P/3N4/2R1K1R1 b - - 2 23	23	0.5	0	depth_handicap	engine_search
3rkr2/4n3/1pps3p/p1m5/P1P1nP2/1N2M2P/3N4/2R1K1R1 w - - 0 24	13	0.5	0	depth_handicap	engine_search
3rkr2/4n3/1pps3p/p1m5/P1P1NP2/1N2M2P/8/2R1K1R1 b - - 0 24	13	0.5	0	depth_handicap	engine_search
3rkr2/8/1pps3p/p1m2n2/P1P1NP2/1N2M2P/8/2R1K1R1 w - - 1 25	8	0.5	0	depth_handicap	engine_search
3rkr2/8/1pps3p/p1m2n2/P1P1NP2/1N2M2P/4K3/2R3R1 b - - 2 25	11	0.5	0	depth_handicap	engine_search
4kr2/3r4/1pps3p/p1m2n2/P1P1NP2/1N2M2P/4K3/2R3R1 w - - 3 26	12	0.5	0	depth_handicap	engine_search
4kr2/3r4/1pps2Rp/p1m2n2/P1P1NP2/1N2M2P/4K3/2R5 b - - 4 26	12	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p1m2n2/P1P1NP2/1N2M2P/4K3/2R5 w - - 5 27	22	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p1m2n2/P1P1NP2/4M2P/3NK3/2R5 b - - 6 27	22	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p4n2/P1PmNP2/4M2P/3NK3/2R5 w - - 7 28	0	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p4n2/P1PMNP2/7P/3NK3/2R5 b - - 0 28	0	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p7/P1PnNP2/7P/3NK3/2R5 w - - 0 29	1	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pps2Rp/p7/P1PnNP2/3K3P/3N4/2R5 b - - 1 29	-50	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pp3Rp/p1s5/P1PnNP2/3K3P/3N4/2R5 w - - 2 30	0	0.5	0	depth_handicap	engine_search
4kr2/4r3/1pp2R1p/p1s5/P1PnNP2/3K3P/3N4/2R5 b - - 3 30	0	0.5	0	depth_handicap	engine_search
4k3/4r3/1pp2r1p/p1s5/P1PnNP2/3K3P/3N4/2R5 w - - 0 31	0	0.5	0	depth_handicap	engine_search
4k3/4r3/1pp2N1p/p1s5/P1Pn1P2/3K3P/3N4/2R5 b - - 0 31	0	0.5	0	depth_handicap	engine_search
8/4rk2/1pp2N1p/p1s5/P1Pn1P2/3K3P/3N4/2R5 w - - 1 32	-17	0.5	0	depth_handicap	engine_search
8/4rk2/1pp2N1p/p1s5/P1PnNP2/3K3P/8/2R5 b - - 2 32	-17	0.5	0	depth_handicap	engine_search
8/4rk2/1pp2N1p/p1s2n2/P1P1NP2/3K3P/8/2R5 w - - 3 33	0	0.5	0	depth_handicap	engine_search
8/4rk2/1pp2N1p/p1s2n2/P1P1NP2/3K3P/8/4R3 b - - 4 33	0	0.5	0	depth_handicap	engine_search
8/5k2/1pp1rN1p/p1s2n2/P1P1NP2/3K3P/8/4R3 w - - 5 34	0	0.5	0	depth_handicap	engine_search
8/5k2/1pp1r2p/p1s2n2/P1P1NPN1/3K3P/8/4R3 b - - 6 34	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r2p/p1s2n2/P1P1NPN1/3K3P/8/4R3 w - - 7 35	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r2p/p1s2n2/P1P1NPN1/3K3P/4R3/8 b - - 8 35	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r2p/p4n2/P1PsNPN1/3K3P/4R3/8 w - - 9 36	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r2p/p4n2/P1PsNPN1/7P/3KR3/8 b - - 10 36	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r3/p4n1p/P1PsNPN1/7P/3KR3/8 w - - 0 37	0	0.5	0	depth_handicap	engine_search
8/4k3/1pp1r3/p4n1p/P1PsNP2/7P/3KR2N/8 b - - 1 37	0	0.5	0	depth_handicap	engine_search
3k4/8/1pp1r3/p4n1p/P1PsNP2/7P/3KR2N/8 w - - 2 38	0	0.5	0	depth_handicap	engine_search
3k4/8/1pp1r3/p4n1p/P1PsNP2/5N1P/3KR3/8 b - - 3 38	0	0.5	0	depth_handicap	engine_search
3k4/4r3/1pp5/p4n1p/P1PsNP2/5N1P/3KR3/8 w - - 4 39	0	0.5	0	depth_handicap	engine_search
3k4/4r3/1pp5/p4nNp/P1Ps1P2/5N1P/3KR3/8 b - - 5 39	0	0.5	0	depth_handicap	engine_search
3k4/4r3/1pp5/p4nNp/P1P2P2/4sN1P/3KR3/8 w - - 6 40	0	0.5	0	depth_handicap	engine_search
3k4/4r3/1pp5/p4nNp/P1P2P2/4RN1P/3K4/8 b - - 0 40	0	0.5	0	depth_handicap	engine_search
rn2k1n1/2s1ms1r/pp1p2pp/3Pp3/4P3/PP4PP/2S1N3/RN1KMS1R w - - 1 9	171	0.5	0	depth_handicap	engine_search
rn2k1n1/2s1ms1r/pp1p2pp/3Pp3/4P3/PP4PP/2S1NM2/RN1K1S1R b - - 2 9	171	0.5	0	depth_handicap	engine_search
rn2k1n1/2s1ms1r/1p1p2pp/p2Pp3/4P3/PP4PP/2S1NM2/RN1K1S1R w - - 0 10	179	0.5	0	depth_handicap	engine_search
rn2k1n1/2s1ms1r/1p1p2pp/p2Pp3/4P3/PP4PP/2SNNM2/R2K1S1R b - - 1 10	179	0.5	0	depth_handicap	engine_search
rn2k1n1/2s2s1r/1p1p1mpp/p2Pp3/4P3/PP4PP/2SNNM2/R2K1S1R w - - 2 11	156	0.5	0	depth_handicap	engine_search
rn2k1n1/2s2s1r/1p1p1mpp/p2Pp3/4P3/PPS3PP/3NNM2/R2K1S1R b - - 3 11	-11	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/1p1p1mpp/p2Pp3/4P3/PPS3PP/3NNM2/R2K1S1R w - - 4 12	154	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/1p1p1mpp/p2Pp3/4P3/PPS1M1PP/3NN3/R2K1S1R b - - 5 12	119	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mpp/pp1Pp3/4P3/PPS1M1PP/3NN3/R2K1S1R w - - 0 13	145	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mpp/pp1Pp3/4P3/PPS1M1PP/3NN1S1/R2K3R b - - 1 13	145	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mp1/pp1Pp2p/4P3/PPS1M1PP/3NN1S1/R2K3R w - - 0 14	154	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mp1/pp1Pp2p/1P2P3/P1S1M1PP/3NN1S1/R2K3R b - - 0 14	154	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mp1/1p1Pp2p/1p2P3/P1S1M1PP/3NN1S1/R2K3R w - - 0 15	176	0.5	0	depth_handicap	engine_search
r3k1n1/2sn1s1r/3p1mp1/1p1Pp2p/1S2P3/P3M1PP/3NN1S1/R2K3R b - - 0 15	176	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1s1p1mp1/1p1Pp2p/1S2P3/P3M1PP/3NN1S1/R2K3R w - - 1 16	152	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1s1p1mp1/1p1Pp2p/1S2P3/P1N1M1PP/3N2S1/R2K3R b - - 2 16	152	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1s1p1mp1/1p1Pp3/1S2P2p/P1N1M1PP/3N2S1/R2K3R w - - 0 17	184	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1s1p1mp1/1S1Pp3/4P2p/P1N1M1PP/3N2S1/R2K3R b - - 0 17	186	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1s1p1m2/1S1Pp1p1/4P2p/P1N1M1PP/3N2S1/R2K3R w - - 0 18	215	0.5	0	depth_handicap	engine_search
r3k1n1/3n1s1r/1S1p1m2/3Pp1p1/4P2p/P1N1M1PP/3N2S1/R2K3R b - - 0 18	215	0.5	0	depth_handicap	engine_search
r3k1n1/5s1r/1n1p1m2/3Pp1p1/4P2p/P1N1M1PP/3N2S1/R2K3R w - - 0 19	194	0.5	0	depth_handicap	engine_search
r3k1n1/5s1r/1n1p1m2/3Pp1p1/4P2p/P1N1M1PP/3N2S1/1R1K3R b - - 1 19	194	0.5	0	depth_handicap	engine_search
r3k1n1/5s1r/3p1m2/3Pp1p1/n3P2p/P1N1M1PP/3N2S1/1R1K3R w - - 2 20	195	0.5	0	depth_handicap	engine_search
r3k1n1/5s1r/3p1m2/1N1Pp1p1/n3P2p/P3M1PP/3N2S1/1R1K3R b - - 3 20	180	0.5	0	depth_handicap	engine_search
r2k2n1/5s1r/3p1m2/1N1Pp1p1/n3P2p/P3M1PP/3N2S1/1R1K3R w - - 4 21	207	0.5	0	depth_handicap	engine_search
r2k2n1/5s1r/3p1m2/1N1Pp1p1/n3P2P/P3M2P/3N2S1/1R1K3R b - - 0 21	207	0.5	0	depth_handicap	engine_search
r2k2n1/5s1r/3p1m2/1N1Pp3/n3P2p/P3M2P/3N2S1/1R1K3R w - - 0 22	186	0.5	0	depth_handicap	engine_search
r2k2n1/5s1r/3p1m2/1N1Pp3/n3P2p/P3MS1P/3N4/1R1K3R b - - 1 22	186	0.5	0	depth_handicap	engine_search
r2k2n1/4ms1r/3p4/1N1Pp3/n3P2p/P3MS1P/3N4/1R1K3R w - - 2 23	168	0.5	0	depth_handicap	engine_search
r2k2n1/4ms1r/3p4/1N1Pp3/n3P2p/P3MS1P/3N4/1R1K2R1 b - - 3 23	168	0.5	0	depth_handicap	engine_search
r2k4/4ms1r/3p1n2/1N1Pp3/n3P2p/P3MS1P/3N4/1R1K2R1 w - - 4 24	164	0.5	0	depth_handicap	engine_search
r2k4/4ms1r/3p1n2/1N1Pp3/n3P2p/P3MS1P/3N4/2RK2R1 b - - 5 24	164	0.5	0	depth_handicap	engine_search
r2k4/4ms1r/3p1n2/1NnPp3/4P2p/P3MS1P/3N4/2RK2R1 w - - 6 25	162	0.5	0	depth_handicap	engine_search
r2k4/4ms1r/3p1n2/1NnPp3/4P2p/P3MS1P/3N4/1R1K2R1 b - - 7 25	162	0.5	0	depth_handicap	engine_search
3k4/4ms1r/3p1n2/1NnPp3/r3P2p/P3MS1P/3N4/1R1K2R1 w - - 8 26	162	0.5	0	depth_handicap	engine_search
3k4/4ms1r/3p1n2/1NnPp3/rR2P2p/P3MS1P/3N4/3K2R1 b - - 9 26	162	0.5	0	depth_handicap	engine_search
3k4/4ms1r/r2p1n2/1NnPp3/1R2P2p/P3MS1P/3N4/3K2R1 w - - 10 27	154	0.5	0	depth_handicap	engine_search
3k4/4ms1r/r2p1n2/1NnPp3/1RN1P2p/P3MS1P/8/3K2R1 b - - 11 27	154	0.5	0	depth_handicap	engine_search
3k4/4ms1r/r2p1n2/1N1Pp3/nRN1P2p/P3MS1P/8/3K2R1 w - - 12 28	154	0.5	0	depth_handicap	engine_search
3k4/4ms1r/r2p1n2/1N1Pp3/nRN1P2p/P3MS1P/2K5/6R1 b - - 13 28	154	0.5	0	depth_handicap	engine_search
3k4/3nms1r/r2p4/1N1Pp3/nRN1P2p/P3MS1P/2K5/6R1 w - - 14 29	164	0.5	0	depth_handicap	engine_search
